station_id,dow,month,pred_rides,tier
40010,6,4,330.0,Quiet
40010,6,5,357.4,Quiet
40010,6,6,384.0,Quiet
40010,6,7,355.7,Quiet
40010,6,8,342.1,Quiet
40010,6,9,349.9,Quiet
40010,6,10,356.6,Quiet
40010,6,11,336.7,Quiet
40010,6,12,316.0,Quiet
40020,0,1,621.5,Quiet
40020,0,2,783.8,Quiet
40020,0,3,816.0,Quiet
40020,0,4,883.5,Quiet
40020,0,5,936.5,Quiet
40020,0,6,1023.9,Quiet
40020,0,7,1041.3,Quiet
40020,0,8,1086.1,Quiet
40020,0,9,1072.8,Quiet
40020,0,10,1166.0,Quiet
40020,0,11,1016.4,Quiet
40020,0,12,916.6,Quiet
40020,1,1,1362.1,Moderate
40020,1,2,1541.4,Moderate
40020,1,3,1568.2,Moderate
40020,1,4,1635.8,Moderate
40020,1,5,1680.3,Moderate
40020,1,6,1755.8,Moderate
40020,1,7,1768.0,Moderate
40020,1,8,1812.8,Moderate
40020,1,9,1896.3,Moderate
40020,1,10,1955.2,Moderate
40020,1,11,1879.9,Moderate
40020,1,12,1729.4,Moderate
40020,2,1,1503.5,Busy
40020,2,2,1715.1,Busy
40020,2,3,1772.1,Busy
40020,2,4,1848.0,Busy
40020,2,5,1889.3,Busy
40020,2,6,1964.7,Busy
40020,2,7,1976.9,Busy
40020,2,8,2021.8,Busy
40020,2,9,2138.6,Busy
40020,2,10,2188.7,Busy
40020,2,11,2107.2,Busy
40020,2,12,1935.3,Busy
40020,3,1,1538.2,Busy
40020,3,2,1713.1,Busy
40020,3,3,1773.9,Busy
40020,3,4,1850.2,Busy
40020,3,5,1894.8,Busy
40020,3,6,1970.2,Busy
40020,3,7,1982.5,Busy
40020,3,8,2028.1,Busy
40020,3,9,2147.6,Busy
40020,3,10,2197.6,Busy
40020,3,11,2116.1,Busy
40020,3,12,1938.8,Busy
40020,4,1,1537.4,Busy
40020,4,2,1699.6,Busy
40020,4,3,1767.0,Busy
40020,4,4,1843.3,Busy
40020,4,5,1887.8,Busy
40020,4,6,1963.1,Busy
40020,4,7,1976.8,Busy
40020,4,8,2022.4,Busy
40020,4,9,2141.9,Busy
40020,4,10,2190.3,Busy
40020,4,11,2108.9,Busy
40020,4,12,1930.9,Busy
40020,5,1,1387.8,Moderate
40020,5,2,1586.9,Moderate
40020,5,3,1660.1,Moderate
40020,5,4,1735.8,Moderate
40020,5,5,1780.3,Moderate
40020,5,6,1881.7,Moderate
40020,5,7,1899.1,Moderate
40020,5,8,1944.7,Moderate
40020,5,9,2034.3,Moderate
40020,5,10,2079.4,Moderate
40020,5,11,1983.7,Moderate
40020,5,12,1790.2,Moderate
40020,6,1,880.5,Quiet
40020,6,2,1041.9,Quiet
40020,6,3,1229.7,Quiet
40020,6,4,1213.4,Quiet
40020,6,5,1265.3,Quiet
40020,6,6,1380.9,Quiet
40020,6,7,1397.3,Quiet
40020,6,8,1442.9,Quiet
40020,6,9,1467.4,Quiet
40020,6,10,1494.1,Quiet
40020,6,11,1398.4,Quiet
40020,6,12,1272.0,Quiet
40030,0,1,319.0,Quiet
40030,0,2,389.5,Quiet
40030,0,3,410.1,Quiet
40030,0,4,424.6,Quiet
40030,0,5,455.4,Quiet
40030,0,6,475.1,Quiet
40030,0,7,464.9,Quiet
40030,0,8,480.6,Quiet
40030,0,9,495.7,Quiet
40030,0,10,510.7,Quiet
40030,0,11,466.1,Quiet
40030,0,12,444.5,Quiet
40030,1,1,619.9,Moderate
40030,1,2,698.9,Moderate
40030,1,3,718.1,Moderate
40030,1,4,732.7,Moderate
40030,1,5,755.0,Moderate
40030,1,6,766.1,Moderate
40030,1,7,753.0,Moderate
40030,1,8,768.7,Moderate
40030,1,9,797.5,Moderate
40030,1,10,827.9,Moderate
40030,1,11,813.1,Moderate
40030,1,12,781.3,Moderate
40030,2,1,670.7,Busy
40030,2,2,737.2,Busy
40030,2,3,756.4,Busy
40030,2,4,779.3,Busy
40030,2,5,801.7,Busy
40030,2,6,812.7,Busy
40030,2,7,799.7,Busy
40030,2,8,815.3,Busy
40030,2,9,864.3,Busy
40030,2,10,890.0,Busy
40030,2,11,871.6,Busy
40030,2,12,829.7,Busy
40030,3,1,696.4,Busy
40030,3,2,744.6,Busy
40030,3,3,763.8,Busy
40030,3,4,787.1,Busy
40030,3,5,809.4,Busy
40030,3,6,820.5,Busy
40030,3,7,807.4,Busy
40030,3,8,823.9,Busy
40030,3,9,877.2,Busy
40030,3,10,899.5,Busy
40030,3,11,882.3,Busy
40030,3,12,835.0,Busy
40030,4,1,696.2,Busy
40030,4,2,742.8,Busy
40030,4,3,762.7,Busy
40030,4,4,786.0,Busy
40030,4,5,808.4,Busy
40030,4,6,819.4,Busy
40030,4,7,807.8,Busy
40030,4,8,824.3,Busy
40030,4,9,877.6,Busy
40030,4,10,898.2,Busy
40030,4,11,881.1,Busy
40030,4,12,833.0,Busy
40030,5,1,647.2,Moderate
40030,5,2,720.1,Moderate
40030,5,3,741.5,Moderate
40030,5,4,774.8,Moderate
40030,5,5,797.2,Moderate
40030,5,6,809.7,Moderate
40030,5,7,798.1,Moderate
40030,5,8,814.6,Moderate
40030,5,9,860.6,Moderate
40030,5,10,877.9,Moderate
40030,5,11,848.1,Moderate
40030,5,12,784.5,Moderate
40030,6,1,413.3,Quiet
40030,6,2,468.8,Quiet
40030,6,3,620.4,Quiet
40030,6,4,541.6,Quiet
40030,6,5,571.3,Quiet
40030,6,6,597.4,Quiet
40030,6,7,587.2,Quiet
40030,6,8,603.7,Quiet
40030,6,9,628.2,Quiet
40030,6,10,621.2,Quiet
40030,6,11,591.4,Quiet
40030,6,12,554.6,Quiet
40040,0,1,572.4,Quiet
40040,0,2,656.6,Quiet
40040,0,3,764.0,Quiet
40040,0,4,812.2,Quiet
40040,0,5,986.0,Quiet
40040,0,6,1314.5,Quiet
40040,0,7,1289.1,Quiet
40040,0,8,1503.4,Quiet
40040,0,9,1424.2,Quiet
40040,0,10,1920.6,Quiet
40040,0,11,1206.7,Quiet
40040,0,12,1026.6,Quiet
40040,1,1,2671.0,Moderate
40040,1,2,3084.7,Moderate
40040,1,3,3183.3,Moderate
40040,1,4,3343.7,Moderate
40040,1,5,3474.6,Moderate
40040,1,6,3741.4,Moderate
40040,1,7,3765.5,Moderate
40040,1,8,3951.6,Moderate
40040,1,9,3986.1,Moderate
40040,1,10,4234.7,Moderate
40040,1,11,4048.0,Moderate
40040,1,12,3602.4,Moderate
40040,2,1,3431.5,Busy
40040,2,2,3989.8,Busy
40040,2,3,4293.5,Busy
40040,2,4,4467.3,Busy
40040,2,5,4644.2,Busy
40040,2,6,4849.7,Busy
40040,2,7,4870.8,Busy
40040,2,8,5083.9,Busy
40040,2,9,5086.2,Busy
40040,2,10,5369.7,Busy
40040,2,11,5167.9,Busy
40040,2,12,4723.2,Busy
40040,3,1,3532.3,Busy
40040,3,2,3872.1,Busy
40040,3,3,4196.2,Busy
40040,3,4,4374.9,Busy
40040,3,5,4551.8,Busy
40040,3,6,4757.3,Busy
40040,3,7,4782.6,Busy
40040,3,8,4963.4,Busy
40040,3,9,4971.4,Busy
40040,3,10,5189.2,Busy
40040,3,11,4997.8,Busy
40040,3,12,4649.6,Busy
40040,4,1,3582.8,Busy
40040,4,2,3867.1,Busy
40040,4,3,4191.2,Busy
40040,4,4,4369.9,Busy
40040,4,5,4484.6,Busy
40040,4,6,4681.4,Busy
40040,4,7,4670.0,Busy
40040,4,8,4800.4,Busy
40040,4,9,4960.8,Busy
40040,4,10,5155.3,Busy
40040,4,11,4982.3,Busy
40040,4,12,4614.4,Busy
40040,5,1,1960.7,Moderate
40040,5,2,2338.1,Moderate
40040,5,3,2468.4,Moderate
40040,5,4,2649.2,Moderate
40040,5,5,2763.8,Moderate
40040,5,6,2968.0,Moderate
40040,5,7,2956.6,Moderate
40040,5,8,3107.3,Moderate
40040,5,9,3247.8,Moderate
40040,5,10,3384.3,Moderate
40040,5,11,3095.4,Moderate
40040,5,12,2764.0,Moderate
40040,6,1,792.8,Quiet
40040,6,2,860.1,Quiet
40040,6,3,1296.0,Quiet
40040,6,4,1049.2,Quiet
40040,6,5,1219.8,Quiet
40040,6,6,1504.5,Quiet
40040,6,7,1493.8,Quiet
40040,6,8,1644.5,Quiet
40040,6,9,1566.2,Quiet
40040,6,10,1680.5,Quiet
40040,6,11,1403.1,Quiet
40040,6,12,1254.9,Quiet
40050,0,1,628.2,Quiet
40050,0,2,803.8,Quiet
40050,0,3,829.8,Quiet
40050,0,4,858.1,Quiet
40050,0,5,899.1,Quiet
40050,0,6,965.1,Quiet
40050,0,7,971.8,Quiet
40050,0,8,977.7,Quiet
40050,0,9,979.5,Quiet
40050,0,10,1064.8,Quiet
40050,0,11,927.7,Quiet
40050,0,12,887.3,Quiet
40050,1,1,1215.0,Moderate
40050,1,2,1395.8,Moderate
40050,1,3,1421.9,Moderate
40050,1,4,1450.2,Moderate
40050,1,5,1472.4,Moderate
40050,1,6,1493.5,Moderate
40050,1,7,1503.4,Moderate
40050,1,8,1509.3,Moderate
40050,1,9,1589.1,Moderate
40050,1,10,1633.5,Moderate
40050,1,11,1595.1,Moderate
40050,1,12,1493.9,Moderate
40050,2,1,1321.8,Busy
40050,2,2,1515.0,Busy
40050,2,3,1563.3,Busy
40050,2,4,1600.0,Busy
40050,2,5,1622.2,Busy
40050,2,6,1643.3,Busy
40050,2,7,1653.2,Busy
40050,2,8,1659.1,Busy
40050,2,9,1734.1,Busy
40050,2,10,1782.1,Busy
40050,2,11,1737.6,Busy
40050,2,12,1635.5,Busy
40050,3,1,1369.3,Busy
40050,3,2,1517.3,Busy
40050,3,3,1567.7,Busy
40050,3,4,1604.8,Busy
40050,3,5,1627.1,Busy
40050,3,6,1648.2,Busy
40050,3,7,1658.0,Busy
40050,3,8,1662.9,Busy
40050,3,9,1740.2,Busy
40050,3,10,1788.2,Busy
40050,3,11,1743.7,Busy
40050,3,12,1636.3,Busy
40050,4,1,1373.1,Busy
40050,4,2,1514.1,Busy
40050,4,3,1565.3,Busy
40050,4,4,1602.3,Busy
40050,4,5,1624.6,Busy
40050,4,6,1645.7,Busy
40050,4,7,1657.0,Busy
40050,4,8,1661.8,Busy
40050,4,9,1739.2,Busy
40050,4,10,1785.5,Busy
40050,4,11,1741.0,Busy
40050,4,12,1632.9,Busy
40050,5,1,1287.2,Moderate
40050,5,2,1467.5,Moderate
40050,5,3,1518.6,Moderate
40050,5,4,1565.8,Moderate
40050,5,5,1594.7,Moderate
40050,5,6,1632.6,Moderate
40050,5,7,1643.9,Moderate
40050,5,8,1649.8,Moderate
40050,5,9,1719.5,Moderate
40050,5,10,1762.7,Moderate
40050,5,11,1695.9,Moderate
40050,5,12,1578.9,Moderate
40050,6,1,946.7,Quiet
40050,6,2,1089.3,Quiet
40050,6,3,1315.7,Quiet
40050,6,4,1197.5,Quiet
40050,6,5,1233.7,Quiet
40050,6,6,1292.5,Quiet
40050,6,7,1310.2,Quiet
40050,6,8,1316.1,Quiet
40050,6,9,1353.7,Quiet
40050,6,10,1385.8,Quiet
40050,6,11,1300.6,Quiet
40050,6,12,1266.7,Quiet
40060,0,1,901.7,Quiet
40060,0,2,1102.9,Quiet
40060,0,3,1106.0,Quiet
40060,0,4,1084.8,Quiet
40060,0,5,1215.5,Quiet
40060,0,6,1545.3,Quiet
40060,0,7,1540.0,Quiet
40060,0,8,1650.5,Quiet
40060,0,9,1647.2,Quiet
40060,0,10,1790.5,Quiet
40060,0,11,1543.5,Quiet
40060,0,12,1510.1,Quiet
40060,1,1,2143.0,Moderate
40060,1,2,2471.0,Moderate
40060,1,3,2501.7,Moderate
40060,1,4,2541.0,Moderate
40060,1,5,2547.5,Moderate
40060,1,6,2677.2,Moderate
40060,1,7,2667.3,Moderate
40060,1,8,2756.0,Moderate
40060,1,9,2970.8,Moderate
40060,1,10,3078.7,Moderate
40060,1,11,3055.3,Moderate
40060,1,12,2886.0,Moderate
40060,2,1,2383.5,Busy
40060,2,2,2803.7,Busy
40060,2,3,2888.5,Busy
40060,2,4,2927.8,Busy
40060,2,5,2920.5,Busy
40060,2,6,3020.7,Busy
40060,2,7,3007.8,Busy
40060,2,8,3052.0,Busy
40060,2,9,3389.0,Busy
40060,2,10,3515.2,Busy
40060,2,11,3446.9,Busy
40060,2,12,3249.3,Busy
40060,3,1,2518.6,Busy
40060,3,2,2840.6,Busy
40060,3,3,2932.8,Busy
40060,3,4,2985.1,Busy
40060,3,5,2991.6,Busy
40060,3,6,3091.8,Busy
40060,3,7,3089.8,Busy
40060,3,8,3116.9,Busy
40060,3,9,3456.8,Busy
40060,3,10,3577.9,Busy
40060,3,11,3506.5,Busy
40060,3,12,3289.5,Busy
40060,4,1,2575.6,Busy
40060,4,2,2867.9,Busy
40060,4,3,2972.3,Busy
40060,4,4,3034.0,Busy
40060,4,5,3040.5,Busy
40060,4,6,3140.7,Busy
40060,4,7,3138.7,Busy
40060,4,8,3165.7,Busy
40060,4,9,3497.6,Busy
40060,4,10,3618.7,Busy
40060,4,11,3547.3,Busy
40060,4,12,3313.2,Busy
40060,5,1,2223.3,Moderate
40060,5,2,2611.5,Moderate
40060,5,3,2677.0,Moderate
40060,5,4,2738.0,Moderate
40060,5,5,2744.5,Moderate
40060,5,6,2896.5,Moderate
40060,5,7,2914.7,Moderate
40060,5,8,2981.3,Moderate
40060,5,9,3203.8,Moderate
40060,5,10,3306.9,Moderate
40060,5,11,3196.0,Moderate
40060,5,12,2927.0,Moderate
40060,6,1,1302.7,Quiet
40060,6,2,1511.6,Quiet
40060,6,3,1701.7,Quiet
40060,6,4,1585.8,Quiet
40060,6,5,1623.1,Quiet
40060,6,6,2025.3,Quiet
40060,6,7,2044.0,Quiet
40060,6,8,2110.6,Quiet
40060,6,9,2151.3,Quiet
40060,6,10,2179.6,Quiet
40060,6,11,2047.6,Quiet
40060,6,12,2016.4,Quiet
40070,0,1,883.5,Quiet
40070,0,2,1141.3,Quiet
40070,0,3,1221.4,Quiet
40070,0,4,1254.1,Quiet
40070,0,5,1405.6,Quiet
40070,0,6,1685.9,Quiet
40070,0,7,1607.7,Quiet
40070,0,8,1826.3,Quiet
40070,0,9,1887.5,Quiet
40070,0,10,3079.4,Quiet
40070,0,11,1632.0,Quiet
40070,0,12,1345.9,Quiet
40070,1,1,2292.2,Moderate
40070,1,2,2752.1,Moderate
40070,1,3,2758.7,Moderate
40070,1,4,2816.8,Moderate
40070,1,5,2833.6,Moderate
40070,1,6,2874.5,Moderate
40070,1,7,2684.7,Moderate
40070,1,8,2930.1,Moderate
40070,1,9,3317.8,Moderate
40070,1,10,3778.7,Moderate
40070,1,11,3498.2,Moderate
40070,1,12,2957.4,Moderate
40070,2,1,2585.0,Busy
40070,2,2,3200.1,Busy
40070,2,3,3260.8,Busy
40070,2,4,3318.8,Busy
40070,2,5,3322.0,Busy
40070,2,6,3330.2,Busy
40070,2,7,3140.5,Busy
40070,2,8,3341.3,Busy
40070,2,9,3854.3,Busy
40070,2,10,4293.0,Busy
40070,2,11,3953.9,Busy
40070,2,12,3363.6,Busy
40070,3,1,2731.6,Busy
40070,3,2,3192.0,Busy
40070,3,3,3268.7,Busy
40070,3,4,3331.7,Busy
40070,3,5,3348.5,Busy
40070,3,6,3356.8,Busy
40070,3,7,3186.2,Busy
40070,3,8,3345.8,Busy
40070,3,9,3912.3,Busy
40070,3,10,4295.1,Busy
40070,3,11,3985.7,Busy
40070,3,12,3369.8,Busy
40070,4,1,2745.4,Busy
40070,4,2,3187.5,Busy
40070,4,3,3270.7,Busy
40070,4,4,3333.7,Busy
40070,4,5,3350.5,Busy
40070,4,6,3358.8,Busy
40070,4,7,3237.7,Busy
40070,4,8,3343.9,Busy
40070,4,9,3889.4,Busy
40070,4,10,4253.2,Busy
40070,4,11,3943.8,Busy
40070,4,12,3348.1,Busy
40070,5,1,2046.8,Moderate
40070,5,2,2495.1,Moderate
40070,5,3,2599.4,Moderate
40070,5,4,2661.9,Moderate
40070,5,5,2685.3,Moderate
40070,5,6,2821.5,Moderate
40070,5,7,2731.5,Moderate
40070,5,8,2877.4,Moderate
40070,5,9,3248.1,Moderate
40070,5,10,3563.7,Moderate
40070,5,11,3180.2,Moderate
40070,5,12,2620.3,Moderate
40070,6,1,1167.5,Quiet
40070,6,2,1376.4,Quiet
40070,6,3,1697.8,Quiet
40070,6,4,1603.6,Quiet
40070,6,5,1696.5,Quiet
40070,6,6,1947.6,Quiet
40070,6,7,1849.9,Quiet
40070,6,8,1995.8,Quiet
40070,6,9,2171.0,Quiet
40070,6,10,2466.2,Quiet
40070,6,11,2061.3,Quiet
40070,6,12,1681.8,Quiet
40080,0,1,1011.1,Quiet
40080,0,2,1235.7,Quiet
40080,0,3,1277.4,Quiet
40080,0,4,1308.6,Quiet
40080,0,5,1395.8,Quiet
40080,0,6,1690.2,Quiet
40080,0,7,1659.4,Quiet
40080,0,8,1800.9,Quiet
40080,0,9,1798.7,Quiet
40080,0,10,2166.6,Quiet
40080,0,11,1498.2,Quiet
40080,0,12,1345.2,Quiet
40080,1,1,1701.7,Moderate
40080,1,2,1954.4,Moderate
40080,1,3,1995.9,Moderate
40080,1,4,2053.2,Moderate
40080,1,5,2128.4,Moderate
40080,1,6,2255.8,Moderate
40080,1,7,2179.5,Moderate
40080,1,8,2307.0,Moderate
40080,1,9,2407.5,Moderate
40080,1,10,2487.9,Moderate
40080,1,11,2384.3,Moderate
40080,1,12,2191.9,Moderate
40080,2,1,1959.9,Busy
40080,2,2,2254.4,Busy
40080,2,3,2332.4,Busy
40080,2,4,2389.7,Busy
40080,2,5,2474.1,Busy
40080,2,6,2540.1,Busy
40080,2,7,2460.9,Busy
40080,2,8,2573.1,Busy
40080,2,9,2762.0,Busy
40080,2,10,2836.0,Busy
40080,2,11,2715.8,Busy
40080,2,12,2485.4,Busy
40080,3,1,2059.0,Busy
40080,3,2,2265.9,Busy
40080,3,3,2353.4,Busy
40080,3,4,2427.5,Busy
40080,3,5,2511.9,Busy
40080,3,6,2577.9,Busy
40080,3,7,2495.5,Busy
40080,3,8,2606.8,Busy
40080,3,9,2815.9,Busy
40080,3,10,2876.0,Busy
40080,3,11,2759.3,Busy
40080,3,12,2506.7,Busy
40080,4,1,2094.6,Busy
40080,4,2,2266.0,Busy
40080,4,3,2366.4,Busy
40080,4,4,2440.4,Busy
40080,4,5,2534.6,Busy
40080,4,6,2634.2,Busy
40080,4,7,2551.8,Busy
40080,4,8,2663.1,Busy
40080,4,9,2864.2,Busy
40080,4,10,2915.2,Busy
40080,4,11,2760.2,Busy
40080,4,12,2523.3,Busy
40080,5,1,1784.7,Moderate
40080,5,2,2076.6,Moderate
40080,5,3,2141.0,Moderate
40080,5,4,2225.2,Moderate
40080,5,5,2333.9,Moderate
40080,5,6,2503.3,Moderate
40080,5,7,2423.3,Moderate
40080,5,8,2545.9,Moderate
40080,5,9,2697.0,Moderate
40080,5,10,2717.9,Moderate
40080,5,11,2514.1,Moderate
40080,5,12,2268.1,Moderate
40080,6,1,1479.2,Quiet
40080,6,2,1763.5,Quiet
40080,6,3,1974.7,Quiet
40080,6,4,1955.9,Quiet
40080,6,5,2044.9,Quiet
40080,6,6,2252.5,Quiet
40080,6,7,2174.0,Quiet
40080,6,8,2296.6,Quiet
40080,6,9,2352.4,Quiet
40080,6,10,2322.2,Quiet
40080,6,11,2122.3,Quiet
40080,6,12,1961.3,Quiet
40090,0,1,419.1,Quiet
40090,0,2,545.3,Quiet
40090,0,3,575.8,Quiet
40090,0,4,591.9,Quiet
40090,0,5,625.4,Quiet
40090,0,6,707.9,Quiet
40090,0,7,647.1,Quiet
40090,0,8,676.9,Quiet
40090,0,9,732.2,Quiet
40090,0,10,761.4,Quiet
40090,0,11,696.8,Quiet
40090,0,12,690.9,Quiet
40090,1,1,1123.1,Moderate
40090,1,2,1278.0,Moderate
40090,1,3,1300.9,Moderate
40090,1,4,1305.8,Moderate
40090,1,5,1346.7,Moderate
40090,1,6,1362.2,Moderate
40090,1,7,1296.2,Moderate
40090,1,8,1311.9,Moderate
40090,1,9,1467.3,Moderate
40090,1,10,1533.2,Moderate
40090,1,11,1516.9,Moderate
40090,1,12,1445.6,Moderate
40090,2,1,1246.0,Busy
40090,2,2,1418.4,Busy
40090,2,3,1441.3,Busy
40090,2,4,1454.5,Busy
40090,2,5,1495.4,Busy
40090,2,6,1511.0,Busy
40090,2,7,1444.9,Busy
40090,2,8,1460.6,Busy
40090,2,9,1649.4,Busy
40090,2,10,1703.1,Busy
40090,2,11,1692.6,Busy
40090,2,12,1611.1,Busy
40090,3,1,1321.9,Busy
40090,3,2,1440.9,Busy
40090,3,3,1465.8,Busy
40090,3,4,1487.0,Busy
40090,3,5,1527.9,Busy
40090,3,6,1543.4,Busy
40090,3,7,1477.3,Busy
40090,3,8,1492.0,Busy
40090,3,9,1703.3,Busy
40090,3,10,1754.8,Busy
40090,3,11,1744.2,Busy
40090,3,12,1650.9,Busy
40090,4,1,1336.0,Busy
40090,4,2,1432.5,Busy
40090,4,3,1464.0,Busy
40090,4,4,1485.1,Busy
40090,4,5,1526.1,Busy
40090,4,6,1541.6,Busy
40090,4,7,1486.1,Busy
40090,4,8,1500.8,Busy
40090,4,9,1708.0,Busy
40090,4,10,1752.7,Busy
40090,4,11,1742.2,Busy
40090,4,12,1664.4,Busy
40090,5,1,1144.8,Moderate
40090,5,2,1285.1,Moderate
40090,5,3,1329.0,Moderate
40090,5,4,1349.5,Moderate
40090,5,5,1397.0,Moderate
40090,5,6,1426.3,Moderate
40090,5,7,1373.3,Moderate
40090,5,8,1389.0,Moderate
40090,5,9,1571.4,Moderate
40090,5,10,1614.8,Moderate
40090,5,11,1574.4,Moderate
40090,5,12,1477.8,Moderate
40090,6,1,743.3,Quiet
40090,6,2,845.9,Quiet
40090,6,3,969.6,Quiet
40090,6,4,928.8,Quiet
40090,6,5,983.7,Quiet
40090,6,6,1031.6,Quiet
40090,6,7,978.5,Quiet
40090,6,8,994.2,Quiet
40090,6,9,1097.4,Quiet
40090,6,10,1117.8,Quiet
40090,6,11,1077.4,Quiet
40090,6,12,1031.5,Quiet
40100,0,1,1051.4,Quiet
40100,0,2,1282.2,Quiet
40100,0,3,1307.7,Quiet
40100,0,4,1331.8,Quiet
40100,0,5,1400.0,Quiet
40100,0,6,1556.8,Quiet
40100,0,7,1527.4,Quiet
40100,0,8,1652.0,Quiet
40100,0,9,1665.7,Quiet
40100,0,10,1781.3,Quiet
40100,0,11,1533.8,Quiet
40100,0,12,1450.0,Quiet
40100,1,1,1691.0,Moderate
40100,1,2,1961.8,Moderate
40100,1,3,1958.7,Moderate
40100,1,4,1981.6,Moderate
40100,1,5,2007.6,Moderate
40100,1,6,2064.0,Moderate
40100,1,7,2044.2,Moderate
40100,1,8,2133.0,Moderate
40100,1,9,2277.8,Moderate
40100,1,10,2335.8,Moderate
40100,1,11,2321.7,Moderate
40100,1,12,2216.0,Moderate
40100,2,1,1884.1,Busy
40100,2,2,2187.3,Busy
40100,2,3,2214.3,Busy
40100,2,4,2237.2,Busy
40100,2,5,2263.2,Busy
40100,2,6,2255.2,Moderate
40100,2,7,2235.4,Moderate
40100,2,8,2309.0,Moderate
40100,2,9,2479.3,Moderate
40100,2,10,2534.4,Busy
40100,2,11,2512.8,Busy
40100,2,12,2405.2,Busy
40100,3,1,1938.1,Busy
40100,3,2,2187.8,Busy
40100,3,3,2214.8,Busy
40100,3,4,2250.7,Busy
40100,3,5,2276.8,Busy
40100,3,6,2268.8,Busy
40100,3,7,2249.0,Busy
40100,3,8,2323.4,Busy
40100,3,9,2499.4,Busy
40100,3,10,2554.4,Busy
40100,3,11,2532.8,Busy
40100,3,12,2413.8,Busy
40100,4,1,1967.6,Busy
40100,4,2,2194.3,Busy
40100,4,3,2233.5,Busy
40100,4,4,2278.8,Busy
40100,4,5,2304.8,Busy
40100,4,6,2301.9,Busy
40100,4,7,2282.1,Busy
40100,4,8,2356.5,Busy
40100,4,9,2524.4,Busy
40100,4,10,2570.4,Busy
40100,4,11,2548.9,Busy
40100,4,12,2418.1,Busy
40100,5,1,1800.5,Moderate
40100,5,2,2088.3,Moderate
40100,5,3,2119.0,Moderate
40100,5,4,2174.3,Moderate
40100,5,5,2214.9,Moderate
40100,5,6,2266.9,Busy
40100,5,7,2247.7,Busy
40100,5,8,2332.4,Busy
40100,5,9,2493.0,Busy
40100,5,10,2528.3,Moderate
40100,5,11,2482.2,Moderate
40100,5,12,2335.8,Moderate
40100,6,1,1435.5,Quiet
40100,6,2,1666.6,Quiet
40100,6,3,1813.1,Quiet
40100,6,4,1770.9,Quiet
40100,6,5,1791.8,Quiet
40100,6,6,1891.9,Quiet
40100,6,7,1874.2,Quiet
40100,6,8,1958.8,Quiet
40100,6,9,2057.1,Quiet
40100,6,10,2051.1,Quiet
40100,6,11,2008.9,Quiet
40100,6,12,1908.1,Quiet
40120,0,1,431.9,Quiet
40120,0,2,596.7,Quiet
40120,0,3,625.3,Quiet
40120,0,4,671.9,Quiet
40120,0,5,733.5,Quiet
40120,0,6,778.2,Quiet
40120,0,7,771.9,Quiet
40120,0,8,810.3,Quiet
40120,0,9,846.6,Quiet
40120,0,10,874.8,Quiet
40120,0,11,792.8,Quiet
40120,0,12,720.5,Quiet
40120,1,1,1210.8,Moderate
40120,1,2,1453.7,Moderate
40120,1,3,1461.3,Moderate
